"10,40","10,45","10,50","10,55","10,60","10,65","15,40","15,45","15,50","15,55","15,60","15,65","20,40","20,45","20,50","20,55","20,60","20,65","25,40","25,45","25,50","25,55","25,60","25,65","30,40","30,45","30,50","30,55","30,60","30,65"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0184158404155816,0.0184158404155816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.00584544243289464,-0.00584544243289464,-0.00584544243289464,-0.00584544243289464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.0179775740973529,-0.0179775740973529,-0.0179775740973529,-0.0179775740973529,-0.0179775740973529,-0.0179775740973529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0247715381802092,0.0247715381802092,0.0247715381802092,0.0247715381802092,0.0247715381802092,0.0247715381802092,0.0247715381802092,0.0247715381802092,0.0247715381802092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00163262907263828,0.00163262907263828,0.00163262907263828,0.00163262907263828,0.00163262907263828,0.00163262907263828,0.00163262907263828,0.00163262907263828,0.00163262907263828,0.00163262907263828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0203814594855594,0.0203814594855594,0.0203814594855594,0.0203814594855594,0.0203814594855594,0.0203814594855594,0.0203814594855594,0.0203814594855594,0.0203814594855594,0.0203814594855594,0.0203814594855594,0.0203814594855594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.0148065090584222,-0.0148065090584222,-0.0148065090584222,-0.0148065090584222,-0.0148065090584222,-0.0148065090584222,-0.0148065090584222,-0.0148065090584222,-0.0148065090584222,-0.0148065090584222,-0.0148065090584222,-0.0148065090584222,-0.0148065090584222,-0.0148065090584222,-0.0148065090584222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.0275714942455707,-0.0275714942455707,-0.0275714942455707,-0.0275714942455707,-0.0275714942455707,-0.0275714942455707,-0.0275714942455707,-0.0275714942455707,-0.0275714942455707,-0.0275714942455707,-0.0275714942455707,-0.0275714942455707,-0.0275714942455707,-0.0275714942455707,-0.0275714942455707,-0.0275714942455707,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00985915800208659,0.00985915800208659,0.00985915800208659,0.00985915800208659,0.00985915800208659,0.00985915800208659,0.00985915800208659,0.00985915800208659,0.00985915800208659,0.00985915800208659,0.00985915800208659,0.00985915800208659,0.00985915800208659,0.00985915800208659,0.00985915800208659,0.00985915800208659,0.00985915800208659,0.00985915800208659,0.00985915800208659,0,0,0,0,0,0,0,0,0,0,0
